reference,year,month,day,survey_score
apt 4b aldwick way,2023,1,21,
apt 4b aldwick way,2023,1,22,
apt 4b aldwick way,2023,1,23,
apt 4b aldwick way,2023,1,24,
apt 4b aldwick way,2023,1,25,
apt 4b aldwick way,2023,1,26,
apt 4b aldwick way,2023,1,27,
apt 4b aldwick way,2023,1,28,
apt 4b aldwick way,2023,1,29,
apt 4b aldwick way,2023,1,30,
apt 4b aldwick way,2023,1,31,
apt 4b aldwick way,2023,2,1,
apt 4b aldwick way,2023,2,2,
apt 4b aldwick way,2023,2,3,
apt 4b aldwick way,2023,2,4,
apt 4b aldwick way,2023,2,5,
apt 4b aldwick way,2023,2,6,
apt 4b aldwick way,2023,2,7,
apt 4b aldwick way,2023,2,8,
apt 4b aldwick way,2023,2,9,
apt 4b aldwick way,2023,2,10,
apt 4b aldwick way,2023,2,11,
apt 4b aldwick way,2023,2,12,
apt 4b aldwick way,2023,2,13,
apt 4b aldwick way,2023,2,14,
apt 4b aldwick way,2023,2,15,
apt 4b aldwick way,2023,2,16,
apt 4b aldwick way,2023,2,17,
apt 4b aldwick way,2023,2,18,
apt 4b aldwick way,2023,2,19,
apt 4b aldwick way,2023,2,20,
apt 4b aldwick way,2023,2,21,
apt 4b aldwick way,2023,2,22,
apt 4b aldwick way,2023,2,23,
apt 4b aldwick way,2023,2,24,
apt 4b aldwick way,2023,2,25,
apt 4b aldwick way,2023,2,26,4.0
apt 4b aldwick way,2023,2,27,5.0
apt 4b aldwick way,2023,2,28,
apt 4b aldwick way,2023,3,1,
apt 4b aldwick way,2023,3,2,
apt 4b aldwick way,2023,3,3,
apt 4b aldwick way,2023,3,4,
apt 4b aldwick way,2023,3,5,
apt 4b aldwick way,2023,3,6,
apt 4b aldwick way,2023,3,7,
apt 4b aldwick way,2023,3,8,5.0
apt 4b aldwick way,2023,3,9,
apt 4b aldwick way,2023,3,10,
apt 4b aldwick way,2023,3,11,
apt 4b aldwick way,2023,3,12,
apt 4b aldwick way,2023,3,13,
apt 4b aldwick way,2023,3,14,
apt 4b aldwick way,2023,3,15,
apt 4b aldwick way,2023,3,16,
apt 4b aldwick way,2023,3,17,
apt 4b aldwick way,2023,3,18,
apt 4b aldwick way,2023,3,19,
apt 4b aldwick way,2023,3,20,
apt 4b aldwick way,2023,3,21,
apt 4b aldwick way,2023,3,22,4.5
apt 4b aldwick way,2023,3,23,
apt 4b aldwick way,2023,3,24,
apt 4b aldwick way,2023,3,25,
apt 4b aldwick way,2023,3,26,
apt 4b aldwick way,2023,3,27,
apt 4b aldwick way,2023,3,28,
apt 4b aldwick way,2023,3,29,
apt 4b aldwick way,2023,3,30,
apt 4b aldwick way,2023,3,31,
unit 3 thornhaven,2023,1,1,
unit 3 thornhaven,2023,1,2,
unit 3 thornhaven,2023,1,3,
unit 3 thornhaven,2023,1,4,
unit 3 thornhaven,2023,1,5,
unit 3 thornhaven,2023,1,6,
unit 3 thornhaven,2023,1,7,
unit 3 thornhaven,2023,1,8,
unit 3 thornhaven,2023,1,9,
unit 3 thornhaven,2023,1,10,
unit 3 thornhaven,2023,1,11,
unit 3 thornhaven,2023,1,12,
unit 3 thornhaven,2023,1,13,3.5
unit 3 thornhaven,2023,1,14,4.5
unit 3 thornhaven,2023,1,15,
unit 3 thornhaven,2023,1,16,3.5
unit 3 thornhaven,2023,1,17,4.5
unit 3 thornhaven,2023,1,18,
unit 3 thornhaven,2023,1,19,
unit 3 thornhaven,2023,1,20,5.0
unit 3 thornhaven,2023,1,21,
unit 3 thornhaven,2023,1,22,
unit 3 thornhaven,2023,1,23,
unit 3 thornhaven,2023,1,24,
unit 3 thornhaven,2023,1,25,
unit 3 thornhaven,2023,1,26,
unit 3 thornhaven,2023,1,27,
unit 3 thornhaven,2023,1,28,
unit 3 thornhaven,2023,1,29,
unit 3 thornhaven,2023,1,30,
unit 3 thornhaven,2023,1,31,
unit 3 thornhaven,2023,2,1,
unit 3 thornhaven,2023,2,2,
unit 3 thornhaven,2023,2,3,
unit 3 thornhaven,2023,2,4,
unit 3 thornhaven,2023,2,5,
unit 3 thornhaven,2023,2,6,
unit 3 thornhaven,2023,2,7,
unit 3 thornhaven,2023,2,8,3.5
unit 3 thornhaven,2023,2,9,
unit 3 thornhaven,2023,2,10,
unit 3 thornhaven,2023,2,11,
unit 3 thornhaven,2023,2,12,
unit 3 thornhaven,2023,2,13,
unit 3 thornhaven,2023,2,14,
unit 3 thornhaven,2023,2,15,
unit 3 thornhaven,2023,2,16,
unit 3 thornhaven,2023,2,17,4.0
unit 3 thornhaven,2023,2,18,
unit 3 thornhaven,2023,2,19,
unit 3 thornhaven,2023,2,20,
unit 3 thornhaven,2023,2,21,
unit 3 thornhaven,2023,2,22,
unit 3 thornhaven,2023,2,23,
unit 3 thornhaven,2023,2,24,
unit 3 thornhaven,2023,2,25,
unit 3 thornhaven,2023,2,26,
unit 3 thornhaven,2023,2,27,
unit 3 thornhaven,2023,2,28,
unit 3 thornhaven,2023,3,1,
unit 3 thornhaven,2023,3,2,
unit 3 thornhaven,2023,3,3,
unit 3 thornhaven,2023,3,4,
unit 3 thornhaven,2023,3,5,
unit 3 thornhaven,2023,3,6,
unit 3 thornhaven,2023,3,7,
unit 3 thornhaven,2023,3,8,
unit 3 thornhaven,2023,3,9,
unit 3 thornhaven,2023,3,10,
unit 3 thornhaven,2023,3,11,4.0
unit 3 thornhaven,2023,3,12,
unit 3 thornhaven,2023,3,13,
unit 3 thornhaven,2023,3,14,
unit 3 thornhaven,2023,3,15,
unit 3 thornhaven,2023,3,16,
unit 3 thornhaven,2023,3,17,
unit 3 thornhaven,2023,3,18,4.0
unit 3 thornhaven,2023,3,19,
unit 3 thornhaven,2023,3,20,
unit 3 thornhaven,2023,3,21,
unit 3 thornhaven,2023,3,22,
unit 3 thornhaven,2023,3,23,
unit 3 thornhaven,2023,3,24,3.5
unit 3 thornhaven,2023,3,25,3.5
unit 3 thornhaven,2023,3,26,
unit 3 thornhaven,2023,3,27,3.5
unit 3 thornhaven,2023,3,28,
unit 3 thornhaven,2023,3,29,
unit 3 thornhaven,2023,3,30,
unit 3 thornhaven,2023,3,31,
U763012057,2023,1,1,
U763012057,2023,1,2,
U763012057,2023,1,3,
U763012057,2023,1,4,
U763012057,2023,1,5,
U763012057,2023,1,6,
U763012057,2023,1,7,
U763012057,2023,1,8,3.0
U763012057,2023,1,9,
U763012057,2023,1,10,
U763012057,2023,1,11,
U763012057,2023,1,12,
U763012057,2023,1,13,
U763012057,2023,1,14,
U763012057,2023,1,15,
U763012057,2023,1,16,
U763012057,2023,1,17,
U763012057,2023,1,18,
U763012057,2023,1,19,
U763012057,2023,1,20,
U763012057,2023,1,21,
U763012057,2023,1,22,
U763012057,2023,1,23,
U763012057,2023,1,24,
U763012057,2023,1,25,
U763012057,2023,1,26,
U763012057,2023,1,27,
U763012057,2023,1,28,
U763012057,2023,1,29,
U763012057,2023,1,30,5.0
U763012057,2023,1,31,
U763012057,2023,2,1,
U763012057,2023,2,2,
U763012057,2023,2,3,
U763012057,2023,2,4,
U763012057,2023,2,5,
U763012057,2023,2,6,
U763012057,2023,2,7,
U763012057,2023,2,8,
U763012057,2023,2,9,
U763012057,2023,2,10,
U763012057,2023,2,11,
U763012057,2023,2,12,
U763012057,2023,2,13,
U763012057,2023,2,14,
U763012057,2023,2,15,
U763012057,2023,2,16,
U763012057,2023,2,17,
U763012057,2023,2,18,3.5
U763012057,2023,2,19,
U763012057,2023,2,20,
U763012057,2023,2,21,
U763012057,2023,2,22,
U763012057,2023,2,23,
U763012057,2023,2,24,
U763012057,2023,2,25,
U763012057,2023,2,26,
U763012057,2023,2,27,5.0
U763012057,2023,2,28,
U763012057,2023,3,1,
U763012057,2023,3,2,
U763012057,2023,3,3,
U763012057,2023,3,4,
U763012057,2023,3,5,
U763012057,2023,3,6,
U763012057,2023,3,7,
U763012057,2023,3,8,
U763012057,2023,3,9,
U763012057,2023,3,10,
U763012057,2023,3,11,
U763012057,2023,3,12,
U763012057,2023,3,13,
U763012057,2023,3,14,
U763012057,2023,3,15,
U763012057,2023,3,16,
U763012057,2023,3,17,
U763012057,2023,3,18,
U763012057,2023,3,19,
U763012057,2023,3,20,
U763012057,2023,3,21,
U763012057,2023,3,22,
U763012057,2023,3,23,
U763012057,2023,3,24,
U763012057,2023,3,25,
U763012057,2023,3,26,
U763012057,2023,3,27,
U763012057,2023,3,28,
U763012057,2023,3,29,
U763012057,2023,3,30,
U763012057,2023,3,31,
58 greyloch terr,2023,1,1,
58 greyloch terr,2023,1,2,
58 greyloch terr,2023,1,3,
58 greyloch terr,2023,1,4,
58 greyloch terr,2023,1,5,
58 greyloch terr,2023,1,6,
58 greyloch terr,2023,1,7,
58 greyloch terr,2023,1,8,
58 greyloch terr,2023,1,9,
58 greyloch terr,2023,1,10,
58 greyloch terr,2023,1,11,
58 greyloch terr,2023,1,12,
58 greyloch terr,2023,1,13,
58 greyloch terr,2023,1,14,
58 greyloch terr,2023,1,15,
58 greyloch terr,2023,1,16,
58 greyloch terr,2023,1,17,
58 greyloch terr,2023,1,18,
58 greyloch terr,2023,1,19,
58 greyloch terr,2023,1,20,
58 greyloch terr,2023,1,21,
58 greyloch terr,2023,1,22,
58 greyloch terr,2023,1,23,
58 greyloch terr,2023,1,24,
58 greyloch terr,2023,1,25,
58 greyloch terr,2023,1,26,
58 greyloch terr,2023,1,27,
58 greyloch terr,2023,1,28,
58 greyloch terr,2023,1,29,
58 greyloch terr,2023,1,30,
58 greyloch terr,2023,1,31,
58 greyloch terr,2023,2,1,
58 greyloch terr,2023,2,2,
58 greyloch terr,2023,2,3,
58 greyloch terr,2023,2,4,
58 greyloch terr,2023,2,5,
58 greyloch terr,2023,2,6,
58 greyloch terr,2023,2,7,
58 greyloch terr,2023,2,8,4.0
58 greyloch terr,2023,2,9,
58 greyloch terr,2023,2,10,
58 greyloch terr,2023,2,11,
58 greyloch terr,2023,2,12,
58 greyloch terr,2023,2,13,
58 greyloch terr,2023,2,14,
58 greyloch terr,2023,2,15,
58 greyloch terr,2023,2,16,
58 greyloch terr,2023,2,17,
58 greyloch terr,2023,2,18,
58 greyloch terr,2023,2,19,
58 greyloch terr,2023,2,20,
58 greyloch terr,2023,2,21,
58 greyloch terr,2023,2,22,
58 greyloch terr,2023,2,23,
58 greyloch terr,2023,2,24,
58 greyloch terr,2023,2,25,
58 greyloch terr,2023,2,26,
58 greyloch terr,2023,2,27,
58 greyloch terr,2023,2,28,
58 greyloch terr,2023,3,1,
58 greyloch terr,2023,3,2,
58 greyloch terr,2023,3,3,
58 greyloch terr,2023,3,4,
58 greyloch terr,2023,3,5,
58 greyloch terr,2023,3,6,
58 greyloch terr,2023,3,7,
58 greyloch terr,2023,3,8,
58 greyloch terr,2023,3,9,
58 greyloch terr,2023,3,10,
58 greyloch terr,2023,3,11,
58 greyloch terr,2023,3,12,
58 greyloch terr,2023,3,13,
58 greyloch terr,2023,3,14,
58 greyloch terr,2023,3,15,
58 greyloch terr,2023,3,16,
58 greyloch terr,2023,3,17,
58 greyloch terr,2023,3,18,
58 greyloch terr,2023,3,19,
58 greyloch terr,2023,3,20,
58 greyloch terr,2023,3,21,
58 greyloch terr,2023,3,22,
58 greyloch terr,2023,3,23,
58 greyloch terr,2023,3,24,
58 greyloch terr,2023,3,25,
58 greyloch terr,2023,3,26,
58 greyloch terr,2023,3,27,
58 greyloch terr,2023,3,28,
58 greyloch terr,2023,3,29,
58 greyloch terr,2023,3,30,
58 greyloch terr,2023,3,31,
U0952650,2023,1,1,3.5
U0952650,2023,1,2,
U0952650,2023,1,3,
U0952650,2023,1,4,
U0952650,2023,1,5,
U0952650,2023,1,6,
U0952650,2023,1,7,
U0952650,2023,1,8,
U0952650,2023,1,9,
U0952650,2023,1,10,
U0952650,2023,1,11,
U0952650,2023,1,12,
U0952650,2023,1,13,
U0952650,2023,1,14,
U0952650,2023,1,15,
U0952650,2023,1,16,
U0952650,2023,1,17,
U0952650,2023,1,18,
U0952650,2023,1,19,
U0952650,2023,1,20,
U0952650,2023,1,21,
U0952650,2023,1,22,
U0952650,2023,1,23,
U0952650,2023,1,24,
U0952650,2023,1,25,
U0952650,2023,1,26,
U0952650,2023,1,27,
U0952650,2023,1,28,
U0952650,2023,1,29,
U0952650,2023,1,30,
U0952650,2023,1,31,
U0952650,2023,2,1,
U0952650,2023,2,2,
U0952650,2023,2,3,
U0952650,2023,2,4,
U0952650,2023,2,5,
U0952650,2023,2,6,
U0952650,2023,2,7,
U0952650,2023,2,8,
U0952650,2023,2,9,
U0952650,2023,2,10,
U0952650,2023,2,11,
U0952650,2023,2,12,
U0952650,2023,2,13,
U0952650,2023,2,14,
U0952650,2023,2,15,
U0952650,2023,2,16,
U0952650,2023,2,17,
U0952650,2023,2,18,
U0952650,2023,2,19,
U0952650,2023,2,20,
U0952650,2023,2,21,
U0952650,2023,2,22,
U0952650,2023,2,23,
U0952650,2023,2,24,
U0952650,2023,2,25,
U0952650,2023,2,26,
U0952650,2023,2,27,
U0952650,2023,2,28,
U0952650,2023,3,1,
U0952650,2023,3,2,
U0952650,2023,3,3,
U0952650,2023,3,4,
U0952650,2023,3,5,
U0952650,2023,3,6,
U0952650,2023,3,7,
U0952650,2023,3,8,
U0952650,2023,3,9,
U0952650,2023,3,10,
U0952650,2023,3,11,
U0952650,2023,3,12,
U0952650,2023,3,13,
U0952650,2023,3,14,
U0952650,2023,3,15,
U0952650,2023,3,16,
U0952650,2023,3,17,
U0952650,2023,3,18,
U0952650,2023,3,19,
U0952650,2023,3,20,
U0952650,2023,3,21,
U0952650,2023,3,22,
U0952650,2023,3,23,
U0952650,2023,3,24,
U0952650,2023,3,25,
U0952650,2023,3,26,
U0952650,2023,3,27,
U0952650,2023,3,28,
U0952650,2023,3,29,
U0952650,2023,3,30,
U0952650,2023,3,31,
U1258816,2023,1,1,
U1258816,2023,1,2,
U1258816,2023,1,3,
U1258816,2023,1,4,
U1258816,2023,1,5,
U1258816,2023,1,6,
U1258816,2023,1,7,
U1258816,2023,1,8,
U1258816,2023,1,9,
U1258816,2023,1,10,
U1258816,2023,1,11,
U1258816,2023,1,12,
U1258816,2023,1,13,
U1258816,2023,1,14,
U1258816,2023,1,15,
U1258816,2023,1,16,
U1258816,2023,1,17,
U1258816,2023,1,18,
U1258816,2023,1,19,
U1258816,2023,1,20,2.5
U1258816,2023,1,21,
U1258816,2023,1,22,
U1258816,2023,1,23,
U1258816,2023,1,24,
U1258816,2023,1,25,
U1258816,2023,1,26,
U1258816,2023,1,27,
U1258816,2023,1,28,
U1258816,2023,1,29,
U1258816,2023,1,30,
U1258816,2023,1,31,
U1258816,2023,2,1,
U1258816,2023,2,2,
U1258816,2023,2,3,
U1258816,2023,2,4,
U1258816,2023,2,5,
U1258816,2023,2,6,
U1258816,2023,2,7,
U1258816,2023,2,8,
U1258816,2023,2,9,
U1258816,2023,2,10,
U1258816,2023,2,11,
U1258816,2023,2,12,
U1258816,2023,2,13,
U1258816,2023,2,14,
U1258816,2023,2,15,
U1258816,2023,2,16,
U1258816,2023,2,17,
U1258816,2023,2,18,
U1258816,2023,2,19,
U1258816,2023,2,20,
U1258816,2023,2,21,
U1258816,2023,2,22,
U1258816,2023,2,23,
U1258816,2023,2,24,
U1258816,2023,2,25,
U1258816,2023,2,26,
U1258816,2023,2,27,
U1258816,2023,2,28,
U1258816,2023,3,1,
U1258816,2023,3,2,
U1258816,2023,3,3,
U1258816,2023,3,4,
U1258816,2023,3,5,
U1258816,2023,3,6,
U1258816,2023,3,7,
U1258816,2023,3,8,
U1258816,2023,3,9,
U1258816,2023,3,10,
U1258816,2023,3,11,1.0
U1258816,2023,3,12,
U1258816,2023,3,13,
U1258816,2023,3,14,
U1258816,2023,3,15,
U1258816,2023,3,16,
U1258816,2023,3,17,
U1258816,2023,3,18,
U1258816,2023,3,19,
U1258816,2023,3,20,
U1258816,2023,3,21,
U1258816,2023,3,22,
U1258816,2023,3,23,
U1258816,2023,3,24,
U1258816,2023,3,25,
U1258816,2023,3,26,
U1258816,2023,3,27,
U1258816,2023,3,28,
U1258816,2023,3,29,
U1258816,2023,3,30,
U1258816,2023,3,31,
U96274511,2023,1,1,3.5
U96274511,2023,1,2,
U96274511,2023,1,3,
U96274511,2023,1,4,
U96274511,2023,1,5,
U96274511,2023,1,6,
U96274511,2023,1,7,
U96274511,2023,1,8,
U96274511,2023,1,9,
U96274511,2023,1,10,
U96274511,2023,1,11,
U96274511,2023,1,12,
U96274511,2023,1,13,
U96274511,2023,1,14,
U96274511,2023,1,15,
U96274511,2023,1,16,
U96274511,2023,1,17,
U96274511,2023,1,18,
U96274511,2023,1,19,
U96274511,2023,1,20,
U96274511,2023,1,21,
U96274511,2023,1,22,
U96274511,2023,1,23,
U96274511,2023,1,24,
U96274511,2023,1,25,
U96274511,2023,1,26,
U96274511,2023,1,27,
U96274511,2023,1,28,
U96274511,2023,1,29,
U96274511,2023,1,30,
U96274511,2023,1,31,
U96274511,2023,2,1,
U96274511,2023,2,2,
U96274511,2023,2,3,
U96274511,2023,2,4,
U96274511,2023,2,5,
U96274511,2023,2,6,
U96274511,2023,2,7,
U96274511,2023,2,8,2.0
U96274511,2023,2,9,
U96274511,2023,2,10,
U96274511,2023,2,11,
U96274511,2023,2,12,
U96274511,2023,2,13,
U96274511,2023,2,14,
U96274511,2023,2,15,
U96274511,2023,2,16,
U96274511,2023,2,17,
U96274511,2023,2,18,
U96274511,2023,2,19,
U96274511,2023,2,20,
U96274511,2023,2,21,
U96274511,2023,2,22,
U96274511,2023,2,23,
U96274511,2023,2,24,
U96274511,2023,2,25,
U96274511,2023,2,26,
U96274511,2023,2,27,
U96274511,2023,2,28,
U96274511,2023,3,1,
U96274511,2023,3,2,
U96274511,2023,3,3,
U96274511,2023,3,4,
U96274511,2023,3,5,
U96274511,2023,3,6,2.5
U96274511,2023,3,7,
U96274511,2023,3,8,
U96274511,2023,3,9,
U96274511,2023,3,10,
U96274511,2023,3,11,
U96274511,2023,3,12,2.5
U96274511,2023,3,13,
U96274511,2023,3,14,
U96274511,2023,3,15,
U96274511,2023,3,16,
U96274511,2023,3,17,
U96274511,2023,3,18,
U96274511,2023,3,19,
U96274511,2023,3,20,
U96274511,2023,3,21,
U96274511,2023,3,22,
U96274511,2023,3,23,
U96274511,2023,3,24,
U96274511,2023,3,25,
U96274511,2023,3,26,
U96274511,2023,3,27,
U96274511,2023,3,28,
U96274511,2023,3,29,
U96274511,2023,3,30,
U96274511,2023,3,31,
U032503,2023,1,1,
U032503,2023,1,2,
U032503,2023,1,3,
U032503,2023,1,4,
U032503,2023,1,5,
U032503,2023,1,6,
U032503,2023,1,7,
U032503,2023,1,8,
U032503,2023,1,9,
U032503,2023,1,10,
U032503,2023,1,11,
U032503,2023,1,12,
U032503,2023,1,13,
U032503,2023,1,14,
U032503,2023,1,15,
U032503,2023,1,16,
U032503,2023,1,17,
U032503,2023,1,18,
U032503,2023,1,19,
U032503,2023,1,20,
U032503,2023,1,21,
U032503,2023,1,22,
U032503,2023,1,23,
U032503,2023,1,24,
U032503,2023,1,25,
U032503,2023,1,26,
U032503,2023,1,27,
U032503,2023,1,28,
U032503,2023,1,29,
U032503,2023,1,30,
U032503,2023,1,31,
U032503,2023,2,1,
U032503,2023,2,2,
U032503,2023,2,3,
U032503,2023,2,4,
U032503,2023,2,5,
U032503,2023,2,6,
U032503,2023,2,7,
U032503,2023,2,8,
U032503,2023,2,9,
U032503,2023,2,10,
U032503,2023,2,11,
U032503,2023,2,12,
U032503,2023,2,13,
U032503,2023,2,14,
U032503,2023,2,15,
U032503,2023,2,16,2.0
U032503,2023,2,17,
U032503,2023,2,18,
U032503,2023,2,19,
U032503,2023,2,20,
U032503,2023,2,21,
U032503,2023,2,22,
U032503,2023,2,23,
U032503,2023,2,24,
U032503,2023,2,25,
U032503,2023,2,26,
U032503,2023,2,27,
U032503,2023,2,28,
U032503,2023,3,1,
U032503,2023,3,2,
U032503,2023,3,3,
U032503,2023,3,4,
U032503,2023,3,5,
U032503,2023,3,6,
U032503,2023,3,7,
U032503,2023,3,8,
U032503,2023,3,9,
U032503,2023,3,10,
U032503,2023,3,11,
U032503,2023,3,12,
U032503,2023,3,13,
U032503,2023,3,14,
U032503,2023,3,15,
U032503,2023,3,16,
U032503,2023,3,17,
U032503,2023,3,18,
U032503,2023,3,19,
U032503,2023,3,20,
U032503,2023,3,21,
U032503,2023,3,22,
U032503,2023,3,23,
U032503,2023,3,24,
U032503,2023,3,25,
U032503,2023,3,26,
U032503,2023,3,27,
U032503,2023,3,28,
U032503,2023,3,29,
U032503,2023,3,30,
U032503,2023,3,31,
greyloch terrace 171,2023,1,1,
greyloch terrace 171,2023,1,2,
greyloch terrace 171,2023,1,3,
greyloch terrace 171,2023,1,4,4.0
greyloch terrace 171,2023,1,5,
greyloch terrace 171,2023,1,6,
greyloch terrace 171,2023,1,7,
greyloch terrace 171,2023,1,8,
greyloch terrace 171,2023,1,9,
greyloch terrace 171,2023,1,10,
greyloch terrace 171,2023,1,11,
greyloch terrace 171,2023,1,12,
greyloch terrace 171,2023,1,13,
greyloch terrace 171,2023,1,14,
greyloch terrace 171,2023,1,15,
greyloch terrace 171,2023,1,16,
greyloch terrace 171,2023,1,17,
greyloch terrace 171,2023,1,18,
greyloch terrace 171,2023,1,19,
greyloch terrace 171,2023,1,20,
greyloch terrace 171,2023,1,21,
greyloch terrace 171,2023,1,22,
greyloch terrace 171,2023,1,23,
greyloch terrace 171,2023,1,24,
greyloch terrace 171,2023,1,25,
greyloch terrace 171,2023,1,26,
greyloch terrace 171,2023,1,27,
greyloch terrace 171,2023,1,28,
greyloch terrace 171,2023,1,29,
greyloch terrace 171,2023,1,30,
greyloch terrace 171,2023,1,31,
greyloch terrace 171,2023,2,1,
greyloch terrace 171,2023,2,2,
greyloch terrace 171,2023,2,3,
greyloch terrace 171,2023,2,4,
greyloch terrace 171,2023,2,5,
greyloch terrace 171,2023,2,6,
greyloch terrace 171,2023,2,7,
greyloch terrace 171,2023,2,8,
greyloch terrace 171,2023,2,9,
greyloch terrace 171,2023,2,10,3.5
greyloch terrace 171,2023,2,11,
greyloch terrace 171,2023,2,12,
greyloch terrace 171,2023,2,13,
greyloch terrace 171,2023,2,14,
greyloch terrace 171,2023,2,15,
greyloch terrace 171,2023,2,16,
greyloch terrace 171,2023,2,17,
greyloch terrace 171,2023,2,18,
greyloch terrace 171,2023,2,19,
greyloch terrace 171,2023,2,20,
greyloch terrace 171,2023,2,21,
greyloch terrace 171,2023,2,22,
greyloch terrace 171,2023,2,23,
greyloch terrace 171,2023,2,24,
greyloch terrace 171,2023,2,25,
greyloch terrace 171,2023,2,26,
greyloch terrace 171,2023,2,27,
greyloch terrace 171,2023,2,28,
greyloch terrace 171,2023,3,1,
greyloch terrace 171,2023,3,2,
greyloch terrace 171,2023,3,3,
greyloch terrace 171,2023,3,4,
greyloch terrace 171,2023,3,5,
greyloch terrace 171,2023,3,6,
greyloch terrace 171,2023,3,7,
greyloch terrace 171,2023,3,8,
greyloch terrace 171,2023,3,9,
greyloch terrace 171,2023,3,10,
greyloch terrace 171,2023,3,11,
greyloch terrace 171,2023,3,12,
greyloch terrace 171,2023,3,13,
greyloch terrace 171,2023,3,14,
greyloch terrace 171,2023,3,15,
greyloch terrace 171,2023,3,16,
greyloch terrace 171,2023,3,17,
greyloch terrace 171,2023,3,18,
greyloch terrace 171,2023,3,19,
greyloch terrace 171,2023,3,20,
greyloch terrace 171,2023,3,21,
greyloch terrace 171,2023,3,22,
greyloch terrace 171,2023,3,23,
greyloch terrace 171,2023,3,24,
greyloch terrace 171,2023,3,25,
greyloch terrace 171,2023,3,26,
greyloch terrace 171,2023,3,27,
greyloch terrace 171,2023,3,28,
greyloch terrace 171,2023,3,29,
greyloch terrace 171,2023,3,30,
greyloch terrace 171,2023,3,31,
U538935,2023,1,1,
U538935,2023,1,2,
U538935,2023,1,3,
U538935,2023,1,4,
U538935,2023,1,5,
U538935,2023,1,6,
U538935,2023,1,7,
U538935,2023,1,8,
U538935,2023,1,9,
U538935,2023,1,10,
U538935,2023,1,11,
U538935,2023,1,12,
U538935,2023,1,13,
U538935,2023,1,14,
U538935,2023,1,15,
U538935,2023,1,16,
U538935,2023,1,17,
U538935,2023,1,18,
U538935,2023,1,19,
U538935,2023,1,20,
U538935,2023,1,21,
U538935,2023,1,22,
U538935,2023,1,23,
U538935,2023,1,24,
U538935,2023,1,25,
U538935,2023,1,26,
U538935,2023,1,27,
U538935,2023,1,28,
U538935,2023,1,29,
U538935,2023,1,30,2.0
U538935,2023,1,31,
U538935,2023,2,1,
U538935,2023,2,2,
U538935,2023,2,3,
U538935,2023,2,4,
U538935,2023,2,5,
U538935,2023,2,6,
U538935,2023,2,7,3.0
U538935,2023,2,8,
U538935,2023,2,9,5.0
U538935,2023,2,10,
U538935,2023,2,11,
U538935,2023,2,12,
U538935,2023,2,13,
U538935,2023,2,14,
U538935,2023,2,15,2.0
U538935,2023,2,16,
U538935,2023,2,17,
U538935,2023,2,18,
U538935,2023,2,19,3.5
U538935,2023,2,20,
U538935,2023,2,21,
U538935,2023,2,22,
U538935,2023,2,23,
U538935,2023,2,24,
U538935,2023,2,25,
U538935,2023,2,26,
U538935,2023,2,27,
U538935,2023,2,28,
U538935,2023,3,1,
U538935,2023,3,2,
U538935,2023,3,3,
U538935,2023,3,4,
U538935,2023,3,5,
U538935,2023,3,6,
U538935,2023,3,7,
U538935,2023,3,8,
U538935,2023,3,9,
U538935,2023,3,10,
U538935,2023,3,11,
U538935,2023,3,12,
U538935,2023,3,13,
U538935,2023,3,14,
U538935,2023,3,15,
U538935,2023,3,16,
U538935,2023,3,17,
U538935,2023,3,18,
U538935,2023,3,19,
U538935,2023,3,20,
U538935,2023,3,21,3.0
U538935,2023,3,22,
U538935,2023,3,23,
U538935,2023,3,24,
U538935,2023,3,25,
U538935,2023,3,26,4.0
U538935,2023,3,27,
U538935,2023,3,28,
U538935,2023,3,29,
U538935,2023,3,30,
U538935,2023,3,31,
U73008163,2023,1,1,
U73008163,2023,1,2,
U73008163,2023,1,3,
U73008163,2023,1,4,
U73008163,2023,1,5,
U73008163,2023,1,6,
U73008163,2023,1,7,
U73008163,2023,1,8,
U73008163,2023,1,9,
U73008163,2023,1,10,
U73008163,2023,1,11,
U73008163,2023,1,12,
U73008163,2023,1,13,
U73008163,2023,1,14,
U73008163,2023,1,15,
U73008163,2023,1,16,
U73008163,2023,1,17,
U73008163,2023,1,18,
U73008163,2023,1,19,
U73008163,2023,1,20,
U73008163,2023,1,21,
U73008163,2023,1,22,
U73008163,2023,1,23,
U73008163,2023,1,24,
U73008163,2023,1,25,
U73008163,2023,1,26,
U73008163,2023,1,27,
U73008163,2023,1,28,
U73008163,2023,1,29,
U73008163,2023,1,30,
U73008163,2023,1,31,
U73008163,2023,2,1,
U73008163,2023,2,2,
U73008163,2023,2,3,
U73008163,2023,2,4,
U73008163,2023,2,5,
U73008163,2023,2,6,
U73008163,2023,2,7,
U73008163,2023,2,8,
U73008163,2023,2,9,
U73008163,2023,2,10,
U73008163,2023,2,11,
U73008163,2023,2,12,
U73008163,2023,2,13,
U73008163,2023,2,14,
U73008163,2023,2,15,
U73008163,2023,2,16,
U73008163,2023,2,17,
U73008163,2023,2,18,
U73008163,2023,2,19,
U73008163,2023,2,20,
U73008163,2023,2,21,
U73008163,2023,2,22,
U73008163,2023,2,23,
U73008163,2023,2,24,
U73008163,2023,2,25,
U73008163,2023,2,26,
U73008163,2023,2,27,
U73008163,2023,2,28,
U73008163,2023,3,1,
U73008163,2023,3,2,
U73008163,2023,3,3,
U73008163,2023,3,4,
U73008163,2023,3,5,
